model,family,params_b,task,level,n_items,rho,ceiling,share,mass_median
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_for_jk_mar_2010,discourse,96,0.3829,0.88,0.4351,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_for_jkm_dec_2009,discourse,128,0.0425,0.18,0.2364,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_for_jkm_jan_2012,discourse,128,-0.0208,0.266,-0.0782,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_for_lb_dec_2009,discourse,108,0.6297,0.832,0.7569,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_for_lb_feb_20_2010_v2,discourse,79,0.6118,0.951,0.6433,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_for_lb_jan_2011,discourse,519,0.4086,0.886,0.4612,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_for_lb_jan_2011_v2,discourse,519,0.2158,0.689,0.3132,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_for_lb_jan_2011_v3,discourse,519,0.3754,0.886,0.4237,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_for_lb_mar_2010_2,discourse,241,0.5463,0.935,0.5843,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_for_lb_mar_2010,discourse,123,0.5729,0.951,0.6024,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_for_lb_may_2010,discourse,148,0.4442,0.953,0.4661,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_for_lb_prelim_oct_2010,discourse,402,0.5571,0.882,0.6317,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_for_rw_dec_2009,discourse,180,0.5832,0.825,0.7069,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_for_rw_jan_2010,discourse,480,0.5127,0.872,0.588,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_laura_mar_17_2012_92_items_code_lazy_cater,sentence_semantics,368,0.777,0.883,0.88,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_laura_mar_17_2012_96_items_code_lazy_cater,sentence_semantics,384,0.7643,0.883,0.8656,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_may_4_2011_36_items_code_anxious_bat,syntax,84,0.2743,0.757,0.3623,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,sentence_naturalness_survey_nat_aug_28_2010_survey_code_downtown,syntax,270,0.6271,0.956,0.6559,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,short_acceptability_feb_6_2014,syntax,128,0.6456,0.907,0.7118,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,susan_canonicity_rerunning_2,syntax,52,0.6113,0.95,0.6435,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,topicalization_e1,syntax,77,0.5876,0.942,0.6238,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,verb_causality_study_semantics_ratings_mk_april_2010,lexical_semantics,188,0.2745,0.972,0.2824,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,verb_causality_study_syntax_ratings_mk_april_2010,syntax,653,0.2348,0.633,0.3709,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,wm2_wm5_9_59_sentence_naturalness_survey_april_2011,syntax,219,0.7869,0.839,0.9379,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,word3_b_word_naturalness_survey_may_4_2011_160_items_code_sleepy_bear,subword,158,0.5872,0.937,0.6267,1.0
Falcon3-10B-Instruct,Falcon 3,10.3,word3_word_naturalness_survey_may_1_2011_45_items_code_nosy_badger,subword,45,0.0101,0.948,0.0107,1.0
Falcon3-1B-Instruct,Falcon 3,1.7,50_sentences_noisy_channel_may_25_2011,pragmatics,208,0.1309,0.555,0.2358,0.9815
Falcon3-1B-Instruct,Falcon 3,1.7,50_sentences_with_2_comp_qs_plus_rating_mar_11_2011,sentence_semantics,208,0.1423,0.588,0.2419,0.9708
Falcon3-1B-Instruct,Falcon 3,1.7,acceptability_extension_959_v5,syntax,566,0.399,0.797,0.5006,0.9995
Falcon3-1B-Instruct,Falcon 3,1.7,acceptability_judgments_kang,syntax,136,-0.151,0.974,-0.155,0.9994
Falcon3-1B-Instruct,Falcon 3,1.7,acceptability_replication_959,syntax,288,0.5438,0.964,0.5641,0.9997
Falcon3-1B-Instruct,Falcon 3,1.7,acd_context_polly_1_nov_23_2012,discourse,310,0.0402,0.462,0.0871,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,acd_no_context_polly_1_nov_23_2012,syntax,213,0.4633,0.838,0.5528,0.9994
Falcon3-1B-Instruct,Falcon 3,1.7,acd_project_also_3_nov_24_2012_2,syntax,128,0.1515,0.874,0.1734,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,acd_project_expt_23_also_nov_16_2012,syntax,600,0.2075,0.825,0.2516,0.9995
Falcon3-1B-Instruct,Falcon 3,1.7,acd_project_expt_24_same_diff_verbs_nov_16_2012,syntax,472,0.2169,0.89,0.2437,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,acd_project_expt_31_same_diff_verbs_nov_16_2012_1,syntax,176,0.2376,0.755,0.3147,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,acd_project_expt_42_also_verbs_nov_29_2012_1,syntax,176,0.1989,0.63,0.3157,0.9995
Falcon3-1B-Instruct,Falcon 3,1.7,acd_project_expt_44_the_same_nov_29_2012_1,syntax,140,0.321,0.601,0.534,0.9994
Falcon3-1B-Instruct,Falcon 3,1.7,acd_project_expt_45_hkv_expt_2_plaus_nov_29_2012,syntax,360,0.2432,0.774,0.3142,0.9995
Falcon3-1B-Instruct,Falcon 3,1.7,acd_project_expt_46_also_in_hkv_2_nov_29_2012_1,syntax,448,0.2017,0.56,0.3603,0.9995
Falcon3-1B-Instruct,Falcon 3,1.7,active_passive_sentence_naturalness_survey_july_2012,syntax,132,0.4813,0.887,0.5426,0.9992
Falcon3-1B-Instruct,Falcon 3,1.7,aixiu_coherence_en_update1,sentence_semantics,277,0.3453,0.882,0.3915,0.9997
Falcon3-1B-Instruct,Falcon 3,1.7,alex_paunov_literal_inferences_dec_3_2011,pragmatics,299,-0.1765,0.908,-0.1944,1.0
Falcon3-1B-Instruct,Falcon 3,1.7,amouyal2024_plausibility,sentence_semantics,853,0.195,0.915,0.2131,0.9994
Falcon3-1B-Instruct,Falcon 3,1.7,animacy_passive_dative_kyle,syntax,120,0.1382,0.926,0.1492,0.9956
Falcon3-1B-Instruct,Falcon 3,1.7,anne_abeille_acceptability_july_12_2017_1,syntax,296,0.1966,0.635,0.3096,0.9995
Falcon3-1B-Instruct,Falcon 3,1.7,base_acceptability_0908,syntax,73,0.2372,0.931,0.2547,0.9995
Falcon3-1B-Instruct,Falcon 3,1.7,brief_sentence_naturalness_survey_march_2011,sentence_semantics,64,0.6829,0.96,0.7113,0.9994
Falcon3-1B-Instruct,Falcon 3,1.7,can_noncan_acceptability_0924,syntax,88,0.4621,0.966,0.4784,0.9992
Falcon3-1B-Instruct,Falcon 3,1.7,can_noncan_acceptability_2,syntax,88,0.4667,0.962,0.4851,0.9991
Falcon3-1B-Instruct,Falcon 3,1.7,chinese_dative,discourse,96,0.0827,0.715,0.1156,0.9719
Falcon3-1B-Instruct,Falcon 3,1.7,class_demo,syntax,44,0.1793,0.927,0.1934,0.9989
Falcon3-1B-Instruct,Falcon 3,1.7,clefting_e3,syntax,48,0.0558,0.877,0.0636,0.9989
Falcon3-1B-Instruct,Falcon 3,1.7,clefting_e4,syntax,48,-0.0689,0.969,-0.0711,0.9989
Falcon3-1B-Instruct,Falcon 3,1.7,coherence_survey_list1_main,discourse,100,0.5454,0.95,0.5741,1.0
Falcon3-1B-Instruct,Falcon 3,1.7,coherence_survey_list2_main,discourse,100,0.2962,0.948,0.3125,1.0
Falcon3-1B-Instruct,Falcon 3,1.7,coherence_survey_list3_main,discourse,100,0.5136,0.942,0.5452,1.0
Falcon3-1B-Instruct,Falcon 3,1.7,coherence_survey_list4_main,discourse,100,0.4217,0.95,0.4439,1.0
Falcon3-1B-Instruct,Falcon 3,1.7,constituency_tests_2,syntax,48,0.4654,0.836,0.5567,0.9993
Falcon3-1B-Instruct,Falcon 3,1.7,constituency_tests,syntax,48,0.0632,0.654,0.0967,0.9993
Falcon3-1B-Instruct,Falcon 3,1.7,copy_cat_polly_june_2014,discourse,102,-0.2344,0.865,-0.271,1.0
Falcon3-1B-Instruct,Falcon 3,1.7,copy_of_verb_causality_study_semantics_ratings_mk_april_2010,lexical_semantics,62,-0.2236,0.83,-0.2694,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,crossed_dependencies_long,syntax,201,-0.1501,0.899,-0.167,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,cul_jack_april_12_2012_54_short_texts_with_two_comprehension_questions,syntax,210,0.044,0.896,0.0492,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,cul_jack_sentence_naturalness_survey_april_2010,syntax,220,0.4568,0.952,0.4798,0.9993
Falcon3-1B-Instruct,Falcon 3,1.7,dative_alternation_extension_version_2,syntax,229,0.4538,0.456,0.9952,0.999
Falcon3-1B-Instruct,Falcon 3,1.7,dative_finnish,discourse,96,-0.1174,0.689,-0.1703,0.0284
Falcon3-1B-Instruct,Falcon 3,1.7,dative_turkish,discourse,96,-0.1084,0.734,-0.1477,0.0837
Falcon3-1B-Instruct,Falcon 3,1.7,dentella2023_grammaticality,syntax,80,0.15,0.981,0.1529,0.472
Falcon3-1B-Instruct,Falcon 3,1.7,depth_charge_survey,sentence_semantics,188,0.427,0.846,0.5047,0.9997
Falcon3-1B-Instruct,Falcon 3,1.7,depth_charge_with_noise,sentence_semantics,188,0.2882,0.854,0.3375,0.9997
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_30subjs_list1,discourse,100,0.4983,0.941,0.5295,1.0
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_30subjs_list2,discourse,100,0.3379,0.951,0.3554,1.0
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_30subjs_list3,discourse,100,0.5018,0.947,0.5298,1.0
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_30subjs_list4,discourse,100,0.4827,0.942,0.5125,1.0
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_causality_list1,discourse,100,0.643,0.935,0.6877,0.9998
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_causality_list2,discourse,100,0.5063,0.952,0.5319,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_causality_list3,discourse,100,0.6514,0.933,0.6982,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_causality_list4,discourse,100,0.5003,0.955,0.5239,0.9998
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_changed_0428,discourse,48,0.2664,0.953,0.2796,1.0
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_coherence_list1,discourse,100,0.6408,0.943,0.6795,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_coherence_list2,discourse,100,0.476,0.936,0.5085,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_coherence_list3,discourse,100,0.669,0.95,0.7042,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_coherence_list4,discourse,100,0.5498,0.933,0.5893,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_imagability_pairs_list1,sentence_semantics,100,-0.1262,0.917,-0.1376,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_imagability_pairs_list2,sentence_semantics,100,-0.1495,0.946,-0.1581,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_imagability_singles_list1,sentence_semantics,100,0.0626,0.938,0.0668,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_imagability_singles_list2,sentence_semantics,100,0.0837,0.954,0.0878,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_imagability_singles_list3,sentence_semantics,100,-0.0661,0.931,-0.071,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_imagability_singles_list4,sentence_semantics,100,0.2404,0.948,0.2536,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_mentalizing_pairs_list1,sentence_semantics,100,0.0477,0.928,0.0514,0.9991
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_mentalizing_pairs_list2,sentence_semantics,100,0.0279,0.931,0.03,0.9992
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_mentalizing_singles_list1,sentence_semantics,100,0.1156,0.935,0.1237,0.9994
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_mentalizing_singles_list2,sentence_semantics,100,-0.0006,0.925,-0.0006,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_mentalizing_singles_list3,sentence_semantics,100,0.035,0.909,0.0385,0.9993
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_mentalizing_singles_list4,sentence_semantics,100,0.0968,0.952,0.1017,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_physics_pairs_list1,sentence_semantics,100,0.3662,0.957,0.3827,0.9995
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_physics_pairs_list2,sentence_semantics,100,0.3027,0.951,0.3183,0.9995
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_physics_singles_list1,sentence_semantics,100,0.2481,0.943,0.2631,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_physics_singles_list2,sentence_semantics,100,0.3304,0.952,0.3471,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_physics_singles_list3,sentence_semantics,100,0.1047,0.941,0.1112,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_physics_singles_list4,sentence_semantics,100,0.4831,0.942,0.5128,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_scenes_pairs_list1,sentence_semantics,100,0.3434,0.944,0.3638,0.9976
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_scenes_pairs_list2,sentence_semantics,100,0.4545,0.95,0.4785,0.9986
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_scenes_singles_list1,sentence_semantics,100,0.4497,0.944,0.4764,0.9995
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_scenes_singles_list2,sentence_semantics,100,0.3371,0.949,0.3553,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_scenes_singles_list3,sentence_semantics,100,0.5048,0.966,0.5226,0.9993
Falcon3-1B-Instruct,Falcon 3,1.7,discourse_scenes_singles_list4,sentence_semantics,100,0.4787,0.964,0.4966,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,diveica2023_socialness,lexical_semantics,1000,0.3358,0.883,0.3803,0.9995
Falcon3-1B-Instruct,Falcon 3,1.7,ecog_sentences_imaginability_jan_8_2014,sentence_semantics,120,-0.0029,0.833,-0.0034,0.9998
Falcon3-1B-Instruct,Falcon 3,1.7,ecog_sentences_naturalness_jan_8_2014_2,sentence_semantics,120,0.1851,0.727,0.2546,0.9998
Falcon3-1B-Instruct,Falcon 3,1.7,edwards2024_spelling_to_pronunciation_transparency,subword,1000,0.4623,0.826,0.5596,0.9991
Falcon3-1B-Instruct,Falcon 3,1.7,erp_norming_error_detection_june_2013_4,syntax,323,-0.2666,0.841,-0.317,0.9998
Falcon3-1B-Instruct,Falcon 3,1.7,erp_sentence_naturalness_survey_june_2013_2,syntax,483,0.0449,0.922,0.0487,0.9994
Falcon3-1B-Instruct,Falcon 3,1.7,eunice_disfluency_2_nov_17_2011,syntax,190,0.027,0.832,0.0324,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,eunice_disfluency_nov_15_2011,syntax,468,-0.1522,0.807,-0.1887,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,european_portuguese_rc,syntax,174,0.1127,0.84,0.1342,0.935
Falcon3-1B-Instruct,Falcon 3,1.7,european_portuguese_wh,syntax,174,0.2537,0.893,0.2841,0.8932
Falcon3-1B-Instruct,Falcon 3,1.7,extension,syntax,138,0.4186,0.872,0.4801,0.9997
Falcon3-1B-Instruct,Falcon 3,1.7,gabriel_rc,syntax,174,0.1724,0.818,0.2108,0.9304
Falcon3-1B-Instruct,Falcon 3,1.7,gabriel_wh,syntax,174,0.0974,0.902,0.108,0.9064
Falcon3-1B-Instruct,Falcon 3,1.7,giurgea2025_motivation,lexical_semantics,1000,0.4727,0.856,0.5523,0.9993
Falcon3-1B-Instruct,Falcon 3,1.7,huang_response_set1a,syntax,288,-0.1218,0.966,-0.1261,0.9959
Falcon3-1B-Instruct,Falcon 3,1.7,huang_response_set1b,syntax,288,-0.1563,0.964,-0.1622,0.9955
Falcon3-1B-Instruct,Falcon 3,1.7,huang_response_set2a,syntax,288,-0.1349,0.97,-0.139,0.9957
Falcon3-1B-Instruct,Falcon 3,1.7,huang_response_set2a_declaratives,syntax,288,0.1945,0.97,0.2005,0.9941
Falcon3-1B-Instruct,Falcon 3,1.7,huang_response_set2b,syntax,288,-0.1475,0.97,-0.1521,0.9953
Falcon3-1B-Instruct,Falcon 3,1.7,huang_response_set2b_declaratives,syntax,288,0.3243,0.974,0.333,0.9943
Falcon3-1B-Instruct,Falcon 3,1.7,imperative_control_iad_gs_may_16_2011_purple_puppy,pragmatics,96,-0.166,0.86,-0.193,0.9991
Falcon3-1B-Instruct,Falcon 3,1.7,isac_sentence_naturalness_survey_feb_2011_64_items_survey_code_giant_c,syntax,256,0.4912,0.885,0.555,0.9973
Falcon3-1B-Instruct,Falcon 3,1.7,islands_acceptability_expt_2_dec_2_2012,syntax,480,0.1122,0.874,0.1284,0.9986
Falcon3-1B-Instruct,Falcon 3,1.7,italian_dative_v2,discourse,192,0.0647,0.604,0.1071,0.5284
Falcon3-1B-Instruct,Falcon 3,1.7,italian_locative_v7,discourse,192,0.0196,0.66,0.0297,0.4676
Falcon3-1B-Instruct,Falcon 3,1.7,lancaster2020_auditory,lexical_semantics,1000,0.1764,0.831,0.2123,0.9993
Falcon3-1B-Instruct,Falcon 3,1.7,lancaster2020_foot_leg,lexical_semantics,1000,0.1941,0.729,0.2663,0.9964
Falcon3-1B-Instruct,Falcon 3,1.7,lancaster2020_gustatory,lexical_semantics,1000,0.2514,0.545,0.4612,0.9974
Falcon3-1B-Instruct,Falcon 3,1.7,lancaster2020_hand_arm,lexical_semantics,1000,0.201,0.783,0.2567,0.9962
Falcon3-1B-Instruct,Falcon 3,1.7,lancaster2020_haptic,lexical_semantics,1000,0.1769,0.808,0.219,0.9969
Falcon3-1B-Instruct,Falcon 3,1.7,lancaster2020_head,lexical_semantics,1000,0.0751,0.57,0.1318,0.9985
Falcon3-1B-Instruct,Falcon 3,1.7,lancaster2020_interoceptive,lexical_semantics,1000,0.182,0.778,0.2339,0.9979
Falcon3-1B-Instruct,Falcon 3,1.7,lancaster2020_mouth,lexical_semantics,1000,0.082,0.777,0.1056,0.9977
Falcon3-1B-Instruct,Falcon 3,1.7,lancaster2020_olfactory,lexical_semantics,1000,0.1864,0.622,0.2996,0.9976
Falcon3-1B-Instruct,Falcon 3,1.7,lancaster2020_torso,lexical_semantics,1000,0.1936,0.675,0.2868,0.9978
Falcon3-1B-Instruct,Falcon 3,1.7,lancaster2020_visual,lexical_semantics,1000,0.1708,0.767,0.2227,0.9983
Falcon3-1B-Instruct,Falcon 3,1.7,lauren_sentence_naturalness_survey_expt3_nov_17_2011,syntax,460,0.123,0.633,0.1943,0.9987
Falcon3-1B-Instruct,Falcon 3,1.7,lauren_sentence_naturalness_survey_expt_2_nov_15_2011,syntax,252,0.1598,0.712,0.2244,0.9992
Falcon3-1B-Instruct,Falcon 3,1.7,lauren_sentence_naturalness_survey_oct_14_2011,syntax,360,0.1853,0.703,0.2636,0.9993
Falcon3-1B-Instruct,Falcon 3,1.7,lexical_frame_adjectives_likert_set1,syntax,384,-0.0313,0.83,-0.0377,0.9992
Falcon3-1B-Instruct,Falcon 3,1.7,lexical_frame_adjectives_likert_set2,syntax,384,-0.1128,0.744,-0.1516,0.9993
Falcon3-1B-Instruct,Falcon 3,1.7,lexical_frame_adjectives_likert_set3,syntax,384,-0.158,0.873,-0.181,0.9992
Falcon3-1B-Instruct,Falcon 3,1.7,locative_topicalization_survey,discourse,229,0.0459,0.777,0.059,0.9998
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_arousal_mar_2013,lexical_semantics,1000,0.2547,0.883,0.2884,0.9975
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_arousal_mar_2013_end_2,lexical_semantics,242,0.3764,0.85,0.4428,0.9978
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_arousal_mar_2014,lexical_semantics,1000,0.2234,0.863,0.2589,0.9967
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_arousal_mar_2014_end_1,lexical_semantics,242,0.0944,0.886,0.1065,0.9967
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_concreteness_mar_2013,lexical_semantics,1000,0.1831,0.956,0.1915,0.9998
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_concreteness_mar_2013_end_1,lexical_semantics,242,-0.1545,0.959,-0.1611,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_concreteness_mar_2014,lexical_semantics,1000,-0.0741,0.952,-0.0778,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_concreteness_mar_2014_end_1,lexical_semantics,242,-0.2538,0.955,-0.2658,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_imageability_mar_2013,lexical_semantics,1000,0.3568,0.961,0.3713,0.9986
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_imageability_mar_2013_end_1,lexical_semantics,242,0.1905,0.963,0.1978,0.9985
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_imageability_mar_2014,lexical_semantics,1000,0.0326,0.948,0.0344,0.9975
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_imageability_mar_2014_end_1,lexical_semantics,242,-0.0775,0.964,-0.0804,0.9976
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_valence_mar_2013,lexical_semantics,1000,0.2452,0.948,0.2586,0.9985
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_valence_mar_2013_end_1,lexical_semantics,242,0.3488,0.966,0.361,0.9989
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_valence_mar_2014,lexical_semantics,1000,0.254,0.961,0.2643,0.996
Falcon3-1B-Instruct,Falcon 3,1.7,massive_mem_valence_mar_2014_end_1,lexical_semantics,242,0.2626,0.959,0.2738,0.9962
Falcon3-1B-Instruct,Falcon 3,1.7,melissa_short_naturalness_test,sentence_semantics,24,0.1418,0.968,0.1465,0.9982
Falcon3-1B-Instruct,Falcon 3,1.7,missing_vp_extension_0501_final,syntax,72,-0.104,0.741,-0.1403,0.9994
Falcon3-1B-Instruct,Falcon 3,1.7,missing_vp_extension,syntax,80,-0.0245,0.881,-0.0278,0.9891
Falcon3-1B-Instruct,Falcon 3,1.7,missing_vp_rereplication,syntax,72,-0.1658,0.707,-0.2345,0.9916
Falcon3-1B-Instruct,Falcon 3,1.7,mk_grammaticality_study_7_20,syntax,1000,-0.2367,0.876,-0.2702,0.9994
Falcon3-1B-Instruct,Falcon 3,1.7,muraki2023_concreteness,lexical_semantics,1000,-0.2191,0.829,-0.2642,0.9977
Falcon3-1B-Instruct,Falcon 3,1.7,noisy_channel_acceptability_1_sept_2013_1,syntax,496,0.5366,0.921,0.5826,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,noisy_channel_acceptability_2_sept_2013,syntax,380,0.4094,0.965,0.4242,0.9994
Falcon3-1B-Instruct,Falcon 3,1.7,noisy_rc_norming_oct19,sentence_semantics,128,0.4681,0.838,0.5586,0.9994
Falcon3-1B-Instruct,Falcon 3,1.7,of_acceptability_2,syntax,88,0.4477,0.951,0.4708,0.9992
Falcon3-1B-Instruct,Falcon 3,1.7,orange_camel_sentence_naturalness_survey_nov_2010,discourse,144,0.2175,0.861,0.2526,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,orc_lauren_sentence_naturalness_survey_july_2012,syntax,192,0.0238,0.948,0.0251,0.9994
Falcon3-1B-Instruct,Falcon 3,1.7,p_p_sentence_naturalness_survey_aug_2010,syntax,252,0.1715,0.859,0.1997,0.9992
Falcon3-1B-Instruct,Falcon 3,1.7,p_p_sentence_naturalness_survey_dec_2009,syntax,324,0.2668,0.95,0.2809,0.9995
Falcon3-1B-Instruct,Falcon 3,1.7,p_p_sentence_naturalness_survey_feb,syntax,614,0.1638,0.664,0.2467,0.9995
Falcon3-1B-Instruct,Falcon 3,1.7,p_p_sentence_naturalness_survey_june_2013_v3,syntax,242,0.2494,0.928,0.2688,0.9982
Falcon3-1B-Instruct,Falcon 3,1.7,paris_judgments_3_dec_2012,syntax,477,-0.288,0.845,-0.3409,0.9996
Falcon3-1B-Instruct,Falcon 3,1.7,pascal_1_dec_2012,syntax,544,-0.0749,0.066,-1.1346,0.9339
Falcon3-1B-Instruct,Falcon 3,1.7,presup_survey_1_acd_july_2012,pragmatics,240,-0.1573,0.83,-0.1895,0.9987
Falcon3-1B-Instruct,Falcon 3,1.7,presup_survey_2_acd_july_2012,pragmatics,240,-0.0464,0.665,-0.0697,0.9986
Falcon3-1B-Instruct,Falcon 3,1.7,pronouns_following_verbs,pragmatics,44,-0.0143,0.706,-0.0203,0.9984
Falcon3-1B-Instruct,Falcon 3,1.7,pronouns_following_verbs_an,pragmatics,44,-0.2851,0.663,-0.4299,0.9975
Falcon3-1B-Instruct,Falcon 3,1.7,pronouns_following_verbs_ce,pragmatics,44,-0.1533,0.708,-0.2166,0.9964
Falcon3-1B-Instruct,Falcon 3,1.7,pronouns_following_verbs_sm,pragmatics,44,-0.0898,0.443,-0.2027,0.996
Falcon3-1B-Instruct,Falcon 3,1.7,pronouns_following_verbs_so,pragmatics,44,-0.1615,0.509,-0.3172,0.9948
Falcon3-1B-Instruct,Falcon 3,1.7,pronouns_following_verbs_ve,pragmatics,45,0.0264,0.567,0.0466,0.9984
Falcon3-1B-Instruct,Falcon 3,1.7,quant_syn_april_13_2012_90_sentences_with_a_question_and_a_rating_code,syntax,184,0.1451,0.91,0.1594,0.9984
Falcon3-1B-Instruct,Falcon 3,1.7,quant_syn_april_14_2012_48_sentences_with_a_question_and_a_rating_code,syntax,168,0.3489,0.96,0.3634,0.9978
Falcon3-1B-Instruct,Falcon 3,1.7,quant_syn_april_16_2012_36_sentences_with_a_question_and_a_rating_code,syntax,126,0.3863,0.965,0.4003,0.9943
Falcon3-1B-Instruct,Falcon 3,1.7,quantifier_naturalness_survey_june_4_2010,syntax,192,0.1374,0.639,0.215,0.9995
Falcon3-1B-Instruct,Falcon 3,1.7,quantitative_syntax_survey,syntax,129,-0.0566,0.852,-0.0664,0.9997
Falcon3-1B-Instruct,Falcon 3,1.7,rating_english_sentences,syntax,240,0.328,0.899,0.3648,0.9998
Falcon3-1B-Instruct,Falcon 3,1.7,reasoning_and_language_tasks_survey_code_talkative_pigeon,syntax,72,-0.0268,0.941,-0.0285,0.999
Falcon3-1B-Instruct,Falcon 3,1.7,relative_clause_displacements_in_english_sentences,syntax,180,-0.1172,0.501,-0.2339,0.9999
Falcon3-1B-Instruct,Falcon 3,1.7,relative_clause_displacements_in_english_sentences_with_fill,syntax,93,-0.3481,0.846,-0.4114,0.9999
