dataset,domain,status,type,severity,verified,verify_note,fixable_from_raw,description,evidence,proposed_fix,missing_info
acd_project_expt_23_also_nov_16_2012,mturk,issues,prompt_meta_leak,low,,,yes,Instruction contains '(scale inferred from observed responses)'.,,,
acd_project_expt_24_same_diff_verbs_nov_16_2012,mturk,issues,underspecified_dimension,high,True,,partial,Instruction 'Rate the sentence.' names no dimension; Title/Description generic. Naturalness inferred from ACD-project sibling folder naming only.,Title='Rating 60 English sentences: PSYCHEDELIC EGGPLANT survey'; Description='60 sentences followed by a rating and a question: code = PSYCHEDELIC EGGPLANT',"How natural does the sentence sound?
Rate on a scale from 1 to 5.
Answer with one number.

<<{sentence}>>",original HIT HTML (question wording + endpoint labels) from collaborators
acd_project_expt_24_same_diff_verbs_nov_16_2012,mturk,issues,prompt_meta_leak,low,,,yes,Instruction contains '(scale inferred from observed responses)'.,,,
acd_project_expt_31_same_diff_verbs_nov_16_2012_1,mturk,issues,underspecified_dimension,high,True,,partial,Instruction 'Rate the sentence.' names no dimension; Title/Description generic. Naturalness inferred from ACD-project sibling folder naming only.,Title='Rating 56 English sentences: PSYCHEDELIC EGGPLANT survey',"How natural does the sentence sound?
Rate on a scale from 1 to 5.
Answer with one number.

<<{sentence}>>",original HIT HTML (question wording + endpoint labels) from collaborators
acd_project_expt_31_same_diff_verbs_nov_16_2012_1,mturk,issues,prompt_meta_leak,low,,,yes,Instruction contains '(scale inferred from observed responses)'.,,,
acd_project_expt_42_also_verbs_nov_29_2012_1,mturk,issues,underspecified_dimension,high,True,,partial,Instruction 'Rate the sentence.' names no dimension; Title/Description generic ('68 sentences followed by a rating and a question'). Naturalness inferred from ACD-project sibling folder naming and shared filler stimuli (e.g. 'The mayor thought that both policemen should go to jail.' also appears in 'Sentence naturalness survey ACD ratings v2 Jan 2012').,Title='Rating 68 English sentences: PSYCHEDELIC EGGPLANT survey',"How natural does the sentence sound?
Rate on a scale from 1 to 5.
Answer with one number.

<<{sentence}>>",original HIT HTML (question wording + endpoint labels) from collaborators
acd_project_expt_42_also_verbs_nov_29_2012_1,mturk,issues,prompt_meta_leak,low,,,yes,Instruction contains '(scale inferred from observed responses)'.,,,
acd_project_expt_44_the_same_nov_29_2012_1,mturk,issues,wrong_or_generic_dimension,high,True,,no,Instruction is generic 'Rate the sentence.' and raw Title/Description name no dimension either; the actually rated dimension for these ACD/ellipsis sentences is unrecoverable from the export.,Title='Rating 50 English sentences: PSYCHEDELIC EGGPLANT survey'; Description='5 sentences followed by a rating and a question'; instruction line 1='Rate the sentence.',,"Original HIT HTML question/scale wording from collaborators (likely naturalness/acceptability, but unconfirmed)"
acd_project_expt_44_the_same_nov_29_2012_1,mturk,issues,prompt_meta_leak,low,,,yes,'(scale inferred from observed responses)' in instruction file.,instruction line 2,,
acd_project_expt_45_hkv_expt_2_plaus_nov_29_2012,mturk,issues,wrong_or_generic_dimension,high,True,,partial,Instruction 'Rate the sentence.' drops the plausibility dimension indicated by the source folder name; Title/Description are generic so the fix rests on folder-name inference.,folder 'ACD project- expt 45 HKV expt 2 plaus; nov 29 2012'; Title='Rating 60 English sentences: PSYCHEDELIC EGGPLANT survey',"How plausible is the sentence?
Rate on a scale from 1 (very implausible) to 5 (very plausible).
Answer with one number.

<<{sentence}>>",Exact HIT question wording/endpoint labels to confirm 'plausibility'
acd_project_expt_45_hkv_expt_2_plaus_nov_29_2012,mturk,issues,prompt_meta_leak,low,,,yes,'(scale inferred from observed responses)' in instruction file.,instruction line 2,,
acd_project_expt_46_also_in_hkv_2_nov_29_2012_1,mturk,issues,wrong_or_generic_dimension,high,True,,partial,"Instruction 'Rate the sentence.' is generic; folder name links this to HKV expt 2 (plausibility, per expt 45's folder) but Title/Description confirm nothing.",folder 'ACD project- expt 46 also in HKV 2; nov 29 2012 1'; Title='Rating 56 English sentences: PSYCHEDELIC EGGPLANT survey'; same ellipsis items as expt 45,"How plausible is the sentence?
Rate on a scale from 1 (very implausible) to 5 (very plausible).
Answer with one number.

<<{sentence}>>",Confirmation from collaborators that expt 46 used the same plausibility question as expt 45
acd_project_expt_46_also_in_hkv_2_nov_29_2012_1,mturk,issues,prompt_meta_leak,low,,,yes,'(scale inferred from observed responses)' in instruction file.,instruction line 2,,
active_passive_sentence_naturalness_survey_july_2012,mturk,issues,prompt_meta_leak,low,,,yes,'(scale inferred from observed responses)' in instruction file; instruction dimension ('How natural does the sentence sound?') is otherwise consistent with folder name; scale 1-5 matches raw exactly (n=6624).,instruction line 2,,
agreement_norming_nov,mturk,issues,wrong_or_generic_dimension,high,True,,no,"Instruction 'How much do you agree with the sentence?' misinterprets 'Agreement norming' (grammatical agreement) as opinion agreement — incoherent for bare-NP units, and the actually rated dimension is not in the export.","Units are NPs: 'The cracker' (mean 4.24), 'The sounds', 'The companies with the copyright(s)'; raw questions say 'Does this phrase talk about something that can be touched?'; Title='64 sentences followed by a question and a rating: survey code = NEON DONUT'",,Original HIT rating question from collaborators (what 1-5 judgment was made about each NP preamble)
agreement_norming_nov,mturk,issues,wrong_placeholder,high,True,,yes,"Units are noun phrases (max 5 words, 0/159 end in a period) but instruction says 'the sentence' and uses the {sentence} placeholder.","'The men', 'The dog in the yard', 'The entrances to the laboratories'",Rename placeholder/wording to 'phrase' (raw questions themselves call the items 'phrase').,
agreement_norming_nov,mturk,issues,prompt_meta_leak,low,,,yes,'(scale inferred from observed responses)' in instruction file.,instruction line 2,,
alex_paunov_literal_inferences_dec_3_2011,mturk,issues,wrong_or_generic_dimension,high,True,,partial,"Instruction 'Rate the sentence.' names no dimension; folder name 'literal inferences' implies rating the inference conveyed by an indirect answer, but exact question wording is not in the export.","Units are Q-A pairs: 'Did you get drunk at the party? I quit drinking recently.'; direct-answer items ('Does she like music? Yes, she does.' mean 4.4) score high, consistent with an inference-strength/answerhood scale","You will read a short exchange: a question followed by a reply.
How clearly can the answer to the question be inferred from the reply?
Rate on a scale from 1 (not at all) to 5 (completely clearly).
Answer with one number.

<<{sentence}>>",Original HIT question (e.g. 'How likely is it that the reply implies yes?' vs 'How well does the reply answer the question?')
alex_paunov_literal_inferences_dec_3_2011,mturk,issues,unit_noun_mismatch,medium,,,yes,"Each unit is a two-turn dialogue (question + reply), but the instruction calls it 'the sentence'.",raw Input.trial_1='Did you get drunk at the party?<br/>I quit drinking recently.'; Title says 'sentence pairs',Refer to the unit as 'the exchange' / 'the question-reply pair' in the instruction.,
alex_paunov_literal_inferences_dec_3_2011,mturk,issues,prompt_meta_leak,low,,,yes,'(scale inferred from observed responses)' in instruction file.,instruction line 2,,
animacy_passive_dative_kyle,mturk,issues,wrong_or_generic_dimension,high,True,,yes,Instruction is generic 'Rate the sentence.' although the raw Title explicitly states the dimension: naturalness of sentences.,Title='100+ item survey on naturalness of sentences. CODENAME = BARBARIC MOUSE'; instruction line 1='Rate the sentence.',"How natural does the sentence sound?
Rate on a scale from 1 (very unnatural) to 7 (very natural).
Answer with one number.

<<{sentence}>>",
animacy_passive_dative_kyle,mturk,issues,prompt_meta_leak,low,,,yes,'(scale inferred from observed responses)' in instruction file.,instruction line 2,,
anne_abeille_acceptability_july_12_2017_1,mturk,issues,prompt_meta_leak,low,,,yes,'(scale inferred from observed responses)' in instruction file; instruction 'How acceptable is the sentence?' otherwise consistent with folder name; scale 1-7 matches raw exactly (n=4284).,instruction line 2,,
brief_sentence_naturalness_survey_march_2011,mturk,issues,prompt_meta_leak,low,,,yes,"'(scale inferred from observed responses)' in instruction file; all else checks out: 64/64 units verified verbatim in raw Input.trial_* (the 'Someone/something ...' templates are genuine stimuli, not corruption); Answer.YNQ* word-check responses correctly excluded; 1-5 matches raw (n=1864).",instruction line 2,,
chomsky_items,mturk,issues,wrong_or_generic_dimension,high,True,,no,"Instruction 'Rate the passage.' names no dimension; raw Title/Description say only 'questions & ratings' / 'a sentence rating', so the judged dimension (presumably acceptability/naturalness) is not determinable from the export.",Title='Brief English-language survey: 35 questions & ratings; survey code = White Dolphin'; Description='35 short paragraphs followed by questions and a sentence rating'; KC items are classic violations: 'What did you wonder who saw?',,Original HIT rating question/scale labels from collaborators
chomsky_items,mturk,issues,rating_target_mismatch,high,True,,yes,"Raw Description says the rating targeted the final SENTENCE presented after a context paragraph, but converted units fuse Input.contextN + Input.sentN with no demarcation and the instruction says 'Rate the passage.', shifting the rating target to the whole passage.",Verified: converted unit == context1+' '+sent1 concatenated; Description='...followed by questions and a sentence rating'; e.g. target sent1='One of the students asked if the professor had decided what who would present.',"Rebuild units from Input.contextN/Input.sentN keeping the target sentence demarcated, and instruct: 'Read the passage. Rate the final sentence [dimension pending] in the context of the passage.'",
chomsky_items,mturk,issues,mixed_subexperiments,medium,,,partial,"Two different sub-surveys pooled into one dataset: 6 'White Dolphin' batches (context+sentence paragraphs) and 6 'King Chimpanzee' batches (3 bare sentences, no context); both 1-5 but different presentation formats, and 3 bare-sentence units sit under a 'Rate the passage.' instruction.","Distinct Input schemas (context/sent/qa/qb vs sent/q); short units 'I wonder who saw what.' (n=59), 'I wonder what who saw.' (n=60), 'What did you wonder who saw?' (n=59)",,Whether the two sub-surveys used the same rating question
chomsky_items,mturk,issues,prompt_meta_leak,low,,,yes,'(scale inferred from observed responses)' in instruction file.,instruction line 2,,
copy_cat_polly_dec_2013_1,mturk,issues,wrong_or_generic_dimension,high,True,,yes,Instruction is generic 'Rate the passage.' although the raw Title states the dimension (causality) and every unit embeds the actual question 'How likely is the following causal statement: ...'.,Title='40 short texts to be rated for their causality: survey code = LONELY PELICAN'; 60/60 units contain 'How likely is the following causal statement',"Read the passage. It ends with a causal statement introduced by 'How likely is the following causal statement:'.
How likely is that causal statement to be true, given the passage?
Rate on a scale from 1 (very unlikely) to 7 (very likely).
Answer with one number.

<<{sentence}>>",
copy_cat_polly_dec_2013_1,mturk,issues,question_text_in_unit,medium,,,yes,The rating question is merged into the stimulus unit instead of the instruction (the a_index quality_flag); a clean split is mechanical since the marker string 'How likely is the following causal statement:' is constant.,unit e.g. 'Sally sampled every dish that Peter sampled. Peter sampled the hot curry. How likely is the following causal statement: Sally sampled the hot curry because...',Split each unit at the fixed marker; move the 'How likely...' framing into the instruction and keep vignette + statement as the unit.,
copy_cat_polly_dec_2013_1,mturk,issues,prompt_meta_leak,low,,,yes,'(scale inferred from observed responses)' in instruction file.,instruction line 2,,
copy_cat_polly_june_2014,mturk,issues,wrong_or_generic_dimension,high,True,,yes,Same as copy_cat_polly_dec_2013_1: generic 'Rate the passage.' despite Title naming causality and 100/100 units embedding 'How likely is the following causal statement: ...'.,Title='40 short texts to be rated for their causality: survey code = LONELY PELICAN' (all 3 batches); 100/100 units carry the marker,"Read the passage. It ends with a causal statement introduced by 'How likely is the following causal statement:'.
How likely is that causal statement to be true, given the passage?
Rate on a scale from 1 (very unlikely) to 7 (very likely).
Answer with one number.

<<{sentence}>>",
copy_cat_polly_june_2014,mturk,issues,question_text_in_unit,medium,,,yes,Rating question merged into every unit (a_index quality_flag); mechanically splittable at the constant marker string.,100/100 units contain 'How likely is the following causal statement:',Split each unit at the fixed marker as for the Dec 2013 file.,
copy_cat_polly_june_2014,mturk,issues,cross_dataset_item_overlap,low,,,yes,"58 of the 60 Dec-2013 units recur verbatim (whitespace-normalized) in this dataset — a re-run of largely the same items kept as two separate norm files; the 'also'-variant minimal pairs within this file are genuine distinct raw stimuli, not duplicates.",exact-match intersection of unit sets = 58; e.g. 'Ted watched the movie that Eleanor watched...' appears in both,,
copy_cat_polly_june_2014,mturk,issues,prompt_meta_leak,low,,,yes,'(scale inferred from observed responses)' in instruction file.,instruction line 2,,
erp_norming_error_detection_june_2013_4,mturk,issues,wrong_or_generic_dimension,high,True,,yes,Instruction is generic 'Rate the sentence.' but raw Title says the task was to 'rate the likelihood of error'.,"Title/Description: '160 sentence comparisons: Read a sentence, answer a question, and rate the likelihood of error; survey code = INCOMPETENT SWAN'. Instruction file line 1: 'Rate the sentence.'","How likely is it that the sentence contains an error?
Rate on a scale from 1 to 5.
Answer with one number.

<<{sentence}>>",
erp_norming_error_detection_june_2013_4,mturk,issues,unit_pooling_mismatch,high,True,,partial,"Each trial pairs a well-formed sentence (trial_1) with an error variant (trial_2) and one Rating; converted units are only the 162 well-formed trial_1 sentences, but 161/162 pair with 2 different trial_2 error variants across workers (323 distinct, all dropped). Error-likelihood ratings are pooled across variants and keyed to a sentence containing no error.","trial_1_1='The billionaire donated the private property after he had been openly criticized...'; trial_2 variants: '...property after had been openly criticized...' and 'The billionaire donated the private had been...'. 162 Answer.RatingN cols; units_in_trial_1=162/162, units_in_trial_2=0.",,"Original HIT HTML needed to confirm whether the rating targeted the error sentence alone or the comparison; the per-worker (trial_1, trial_2, Rating) pairing is recoverable from raw rows for a rebuild."
erp_norming_error_detection_june_2013_4,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' in instruction.,instructions/erp_norming_error_detection_june_2013_4_i.txt line 2,,
erp_sentence_naturalness_survey_june_2013_2,mturk,ok,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' in instruction. Otherwise clean: Title matches instruction dimension; scale 1-5 matches raw; 484/484 units verbatim in raw (ill-formed-looking units are deliberate counterbalanced variants present in raw Input.trial values).,Title: '165 sentences to be rated for naturalness: survey code = INCOMPETENT SWAN'; instruction line 2 has the leak.,,
eunice_disfluency_2_nov_17_2011,mturk,issues,wrong_or_generic_dimension,high,True,,partial,"Instruction is generic 'Rate the sentence.' and raw Title/Description never name the rated dimension either; stimuli contain 'uh' disfluencies and RC-attachment manipulations, suggesting a naturalness/fluency judgment.","Title: '60 sentences followed by a question and a rating: survey code = SAD MOUSE'. Sample unit: 'During the presentation, an executive, uh, interjected who was known for inappropriate remarks.'","How natural does the sentence sound?
Rate on a scale from 1 to 5.
Answer with one number.

<<{sentence}>>",Original HIT HTML question/scale wording from collaborators; 'naturalness' is inferred from folder name and stimulus design only.
eunice_disfluency_2_nov_17_2011,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue.,instruction file line 2,,
eunice_disfluency_nov_15_2011,mturk,issues,wrong_or_generic_dimension,high,True,,partial,Same as eunice_disfluency_2: generic 'Rate the sentence.' and raw Title/Description name no dimension. Scale 1-5 matches raw; 468/468 units verbatim; comprehension questions (Answer.YNQ*) kept separate from ratings.,Title (both batch files): '108 sentences followed by a question and a rating: survey code = SAD MOUSE',"How natural does the sentence sound?
Rate on a scale from 1 to 5.
Answer with one number.

<<{sentence}>>",Original HIT HTML question wording; dimension inferred from folder name only.
eunice_disfluency_nov_15_2011,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue.,instruction file line 2,,
imperative_control_iad_gs_may_16_2011_purple_puppy,mturk,issues,unit_pooling_mismatch,high,True,,yes,"Converted units are ONLY the context passages ending '...tells you the following:' - the rated imperative sentence (Input.trial_2) is missing from every unit, and 24/49 contexts pair with multiple imperative variants whose ratings are pooled together, destroying the manipulation (96 distinct targets vs 49 units).","Unit: 'You will be auditioning for a play... Your acting coach tells you the following:'; raw trial_2_1='Start practicing.'. One context maps to targets 'Do arrive early.' / 'Arrive early.' / 'Everyone arrive early.'. units_in_trial_1=49/49, units_in_trial_2=0.","Rebuild units as context+target pairs ('<context> <imperative>'), keying each Answer.RatingN to its row's (trial_1_k, trial_2_k) pair, which raw batch rows fully determine.",
imperative_control_iad_gs_may_16_2011_purple_puppy,mturk,issues,wrong_or_generic_dimension,high,True,,partial,Instruction 'Rate the passage.' is generic and raw Title/Description name no dimension; likely naturalness/appropriateness of the imperative form in context (folder: 'Imperative control IaD GS').,Title: '48 sentences followed by a rating and a question: survey code = Purple Puppy'; Description: '48 short texts followed by a rating and a question'.,,Original HIT HTML needed for the actual rating question wording.
imperative_control_iad_gs_may_16_2011_purple_puppy,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue.,instruction file line 2,,
isac_sentence_naturalness_survey_feb_2011_64_items_survey_code_giant_c,mturk,issues,duplicate_dataset_split,medium,,,yes,Unit set is identical (all 256 sentences) to isac_sentence_naturalness_survey_feb_2011_survey_code_giant_cobra - the same materials posted as 64-item vs 32-item HITs were converted as two independent datasets instead of one merged norm.,set(units_64)==set(units_32) is True; per-unit means correlate r=0.852. Titles: '64 sentences...' vs '32 sentences... survey code = GIANT-COBRA'.,Merge the two datasets (pool individual_ratings per unit) or document one as a replication split.,
isac_sentence_naturalness_survey_feb_2011_64_items_survey_code_giant_c,mturk,issues,dimension_unverified_in_raw_metadata,low,,,no,'Naturalness' in the instruction comes from the folder name; raw Title/Description say only 'followed by a question and a rating'. Scale 1-7 matches raw.,Title: '64 sentences followed by a question and a rating: survey code = GIANT-COBRA',,HIT HTML to confirm exact question wording and 1-7 endpoint labels.
isac_sentence_naturalness_survey_feb_2011_64_items_survey_code_giant_c,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue.,instruction file line 2,,
isac_sentence_naturalness_survey_feb_2011_survey_code_giant_cobra,mturk,issues,duplicate_dataset_split,medium,,,yes,Identical 256-unit set as the 64-items ISAC dataset (see that entry).,set equality confirmed; r=0.852 between the two datasets' means.,Merge with the 64-items dataset.,
isac_sentence_naturalness_survey_feb_2011_survey_code_giant_cobra,mturk,issues,dimension_unverified_in_raw_metadata,low,,,no,Raw Title generic; naturalness from folder name. Scale 1-7 matches raw (values 1-7 observed in Answer.RatingN).,Title: '32 sentences followed by a question and a rating: survey code = GIANT-COBRA',,HIT HTML for question wording and endpoint labels.
isac_sentence_naturalness_survey_feb_2011_survey_code_giant_cobra,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue.,instruction file line 2,,
islands_acceptability_expt_2_dec_2_2012,mturk,issues,dimension_unverified_in_raw_metadata,medium,,,no,"Instruction asks 'How acceptable is the sentence?' (from folder name 'Islands acceptability expt 2'), but the raw Title frames the HIT as 'Sentence comprehension' with 'comprehension questions and ratings' - the rating could have been comprehensibility/difficulty rather than acceptability.","Title: 'Sentence comprehension: 144 complex sentences CODENAME: ROMANTIC-STRAWBERRY'; Description: '144 sentences with comprehension questions and ratings.' Two YNQ questions per trial are separate columns, so ratings are not contaminated; scale 1-5 matches; 480/480 units verbatim.",,Original HIT HTML rating-question wording from collaborators to confirm acceptability vs comprehensibility.
islands_acceptability_expt_2_dec_2_2012,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue.,instruction file line 2,,
lauren_sentence_naturalness_survey_expt_2_nov_15_2011,mturk,ok,dimension_unverified_in_raw_metadata,low,,,no,"Raw Title generic; naturalness from folder name. Scale 1-5 matches raw; 252/252 units verbatim (4 lowercase-initial units, e.g. 'his mother left the child...', are verbatim raw stimuli, not conversion damage).",Title (both batches): '84 sentences followed by a question and a rating: survey code = feisty kangaroo',,HIT HTML to confirm question wording.
lauren_sentence_naturalness_survey_expt_2_nov_15_2011,mturk,ok,prompt_meta_leak,low,,,yes,Known global issue.,instruction file line 2,,
lauren_sentence_naturalness_survey_expt3_nov_17_2011,mturk,ok,dimension_unverified_in_raw_metadata,low,,,no,Raw Title generic. Scale 1-5 matches raw; 459/460 units verbatim and the remaining one is a correct '<br/>' strip of the raw value - conversion clean.,Title: '100 sentences followed by a question and a rating: survey code = LOVING OTTER'; raw '...estranged<br/>couple...' converted to '...estranged couple...',,HIT HTML to confirm question wording.
lauren_sentence_naturalness_survey_expt3_nov_17_2011,mturk,ok,prompt_meta_leak,low,,,yes,Known global issue.,instruction file line 2,,
lauren_sentence_naturalness_survey_oct_14_2011,mturk,ok,dimension_unverified_in_raw_metadata,low,,,no,Raw Title generic. Scale 1-5 matches raw; 360/360 units verbatim in raw.,Title: '90 sentences followed by a question and a rating: survey code = feisty kangaroo',,HIT HTML to confirm question wording.
lauren_sentence_naturalness_survey_oct_14_2011,mturk,ok,prompt_meta_leak,low,,,yes,Known global issue.,instruction file line 2,,
massive_mem_arousal_mar_2013,mturk,issues,wrong_placeholder,high,True,,yes,"Units are words/phrases (1321/2020 multi-word: 'to blister', 'a gun', 'penny loafers', 'Deion Sanders'; 699 single words) but the template uses the {sentence} placeholder; the instruction noun 'the word' also mismatches phrase units.",Instruction: 'How exciting or calming is the word?' + '<<{sentence}>>'. Raw Title (all 8 batches): 'Rating 270 English words / phrases for arousal / excitement: OBSERVANT ROBIN survey'.,"How exciting or calming is the word or phrase?
Rate on a scale from 1 to 5.
Answer with one number.

<<{word}>>",
massive_mem_arousal_mar_2013,mturk,issues,prompt_meta_leak,low,,,yes,"Known global issue. Otherwise clean: dimension matches Title; scale 1-5 matches all 8 batches; 2018/2020 units verbatim, remaining 2 are correct HTML-entity decodings ('B&eacute;la Bart&oacute;k' -> 'Bela Bartok' with accents).",instruction file line 2,,
massive_mem_imageability_mar_2013_end_1,mturk,issues,wrong_placeholder,high,True,,yes,"Units are words/phrases ('to operate', 'a printer', 'Christmas Eve') but the prompt uses <<{sentence}>> and canonical style requires the {word} placeholder; instruction noun should also allow phrases since Title says 'words / phrases'.","Sample units: 'to operate', 'a printer', 'to embolden', 'Christmas Eve'; instruction ends '<<{sentence}>>'.",Replace <<{sentence}>> with <<{word}>> (units include multiword phrases; instruction may say 'word or phrase' per Title wording).,
massive_mem_imageability_mar_2013_end_1,mturk,issues,prompt_meta_leak,low,,,yes,Literal '(scale inferred from observed responses)' in instruction file.,Line 2 of massive_mem_imageability_mar_2013_end_1_i.txt.,,
massive_mem_imageability_mar_2014,mturk,issues,wrong_placeholder,high,True,,yes,Units are single uppercase words but prompt uses <<{sentence}>> with sentence-flavored placeholder; should be {word}.,"Sample units: 'SWIVEL', 'GULF', 'TRANSPOSED'; instruction ends '<<{sentence}>>'.",Replace <<{sentence}>> with <<{word}>>.,
massive_mem_imageability_mar_2014,mturk,issues,nonnative_not_filtered,low,,,yes,8 of 320 workers answered the raw screening question Answer.English='no' (4 missing); the conversion pools all workers without filtering (verified on sibling valence_mar_2013 that converted totals include 'no' workers).,"Answer.English counts across 8 batch files: 8 'no', 4 NaN.",,
massive_mem_imageability_mar_2014,mturk,issues,prompt_meta_leak,low,,,yes,Known meta-text leak.,Line 2 of instruction file.,,
massive_mem_imageability_mar_2014_end_1,mturk,issues,wrong_placeholder,high,True,,yes,Units are single uppercase words but prompt uses <<{sentence}>>.,"Sample units: 'TINSEL', 'HEPATITIS', 'VANCOMYCIN'.",Replace <<{sentence}>> with <<{word}>>.,
massive_mem_imageability_mar_2014_end_1,mturk,issues,prompt_meta_leak,low,,,yes,Known meta-text leak.,Line 2 of instruction file.,,
massive_mem_valence_mar_2013,mturk,issues,wrong_placeholder,high,True,,yes,"Units are words/phrases ('delicious', 'a station wagon', 'to martyr') but prompt uses <<{sentence}>>.",Sample units include multiword phrases; instruction ends '<<{sentence}>>'.,Replace <<{sentence}>> with <<{word}>>.,
massive_mem_valence_mar_2013,mturk,issues,nonnative_not_filtered,low,,,yes,Verified: converted total (66485 ratings) equals raw total including 9 workers with Answer.English='no' and 5 with missing English — self-reported non-native speakers were not excluded.,Raw all-worker rating count 66485 == converted n sum 66485; native-only would be 63235. Spot-checked unit 'AIDS': converted ratings identical to unfiltered raw pool.,,
massive_mem_valence_mar_2013,mturk,issues,prompt_meta_leak,low,,,yes,Known meta-text leak.,Line 2 of instruction file.,,
massive_mem_valence_mar_2013_end_1,mturk,issues,wrong_placeholder,high,True,,yes,"Units are words/phrases ('sunny', 'to cherish', 'a paper cut') but prompt uses <<{sentence}>>.",Sample units include multiword phrases.,Replace <<{sentence}>> with <<{word}>>.,
massive_mem_valence_mar_2013_end_1,mturk,issues,nonnative_not_filtered,low,,,yes,1 of 30 workers answered Answer.English='no' (1 missing); pipeline does not filter (verified on sibling dataset).,"Answer.English counts: 1 'no', 1 NaN of 30 rows.",,
massive_mem_valence_mar_2013_end_1,mturk,issues,prompt_meta_leak,low,,,yes,Known meta-text leak.,Line 2 of instruction file.,,
massive_mem_valence_mar_2014,mturk,issues,wrong_placeholder,high,True,,yes,Units are single uppercase words but prompt uses <<{sentence}>>.,"Sample units: 'KILL', 'CUDDLY', 'ALZHEIMER'.",Replace <<{sentence}>> with <<{word}>>.,
massive_mem_valence_mar_2014,mturk,issues,auxiliary_response_dropped,low,,,yes,"Raw has a second response family Answer.Ambig1..270 (checkbox, only value 1; 269 checks in first batch file) letting workers flag ambiguous words; this signal is dropped in conversion. Ratings themselves are the separate Answer.Rating1..270 (1-5), so no contamination.","Answer families in batch 1: {'Answer.Ambig':170 cols, 'Answer.Rating':270 cols}; Ambig unique values = [1.0].",,
massive_mem_valence_mar_2014,mturk,issues,nonnative_not_filtered,low,,,yes,7 of 240 workers Answer.English='no' (2 missing); not filtered.,Answer.English counts across 8 files.,,
massive_mem_valence_mar_2014,mturk,issues,prompt_meta_leak,low,,,yes,Known meta-text leak.,Line 2 of instruction file.,,
massive_mem_valence_mar_2014_end_1,mturk,issues,wrong_placeholder,high,True,,yes,Units are single uppercase words but prompt uses <<{sentence}>>.,"Sample units: 'TICK', 'GIST', 'SHRAPNEL'.",Replace <<{sentence}>> with <<{word}>>.,
massive_mem_valence_mar_2014_end_1,mturk,issues,auxiliary_response_dropped,low,,,yes,"Same Answer.Ambig* ambiguity-flag checkbox family as valence_mar_2014, dropped in conversion.","Answer.Ambig* cols present, only value 1.0.",,
massive_mem_valence_mar_2014_end_1,mturk,issues,nonnative_not_filtered,low,,,yes,1 of 30 workers Answer.English='no' (1 missing); not filtered.,Answer.English counts.,,
massive_mem_valence_mar_2014_end_1,mturk,issues,prompt_meta_leak,low,,,yes,Known meta-text leak.,Line 2 of instruction file.,,
melissa_short_naturalness_test,mturk,issues,prompt_meta_leak,low,,,yes,"Known meta-text leak; everything else checks out — dimension matches, units are genuine sentences (incomplete-looking stimuli like 'Acme Corp. is building a new.' are real raw Input.Sent values), all 24 units exactly match raw, scale 1-5 matches raw Answer.Rating range.",Line 2 of instruction file; converted units set-equal to raw Input.Sent1..24.,,
melissa_transitivity_semantics,mturk,issues,wrong_or_generic_dimension,high,True,,no,"Instruction 'Rate the word on transitivity.' is an unsupported guess: raw has per-verb families AliveA/AliveB/Change (1-5), Force/TFChange/TFalive (T/F), Synonym (text) plus the Answer.Rating family the conversion used, and the export contains no wording for the Rating question. Title/Description are generic.",Verified 'bumps': converted ratings == union of Answer.Rating1 + Answer.Rating17 pools exactly; Title='Answer some questions about simple sentences. Codename: BUTTER PECAN SMOOTHIE'.,,Original HIT HTML template from collaborators: the exact wording of the 'Rating' likert question (and the carrier sentence frame the verbs appeared in).
melissa_transitivity_semantics,mturk,issues,wrong_placeholder,high,True,,yes,"Units are bare verbs ('likes', 'watches', 'bumps') but prompt uses <<{sentence}>>.",All 102 units are single verbs from Input.Verb1..16 columns.,Replace <<{sentence}>> with <<{word}>>.,
melissa_transitivity_semantics,mturk,issues,stimulus_context_lost,medium,,,no,Workers judged verbs presented in bold inside simple sentences (per Description and worker comments referencing 'the word in bold' and instructions about 'transmit energy or information'); converted unit is the bare verb with no carrier sentence.,"Answer.comment: 'the instructions say to use the word in bold as it would typically be used...'; raw Input contains only the verb, so the frame lived in the HIT HTML.",,Carrier-sentence template and instructions text from the original HIT HTML.
melissa_transitivity_semantics,mturk,issues,prompt_meta_leak,low,,,yes,Known meta-text leak.,Line 2 of instruction file.,,
mk_alive_corpus_questionnaire,mturk,issues,wrong_or_generic_dimension,high,True,,no,"Instruction is the generic 'Rate the sentence.' — the raw export never states what the 1-5 Answer.Rating question asked. Each sentence also had a separate Yes/No Answer.Alive question. Means correlate only r=0.473 with mk_goals over the identical 286 sentences, suggesting the two folders' rating questions differ, yet both converted instructions are identical and generic.","Answer cols: Alive1..100 (Yes/No) + Rating1..100 (1-5); Title/Description generic; r(mean_alive,mean_goals)=0.473 on 286 shared units.",,Original HIT HTML question wording for the 1-5 rating in the 'Alive' questionnaire (and how it referenced the marked NP/verb).
